,task_id,task_name,reference_idx,reference_title,model_name,total_count,score
166,142,Extraction of International Cl...,477,Benchmarking Large Language Models for Extraction of International Classification of Diseases Codes from Clinical Documentation,gpt-4-0125-preview,165,15.2
167,142,Extraction of International Cl...,477,Benchmarking Large Language Models for Extraction of International Classification of Diseases Codes from Clinical Documentation,llama-2-70B,165,1.4
168,143,Translating radiology reports ...,493,"Translating radiology reports into plain language using ChatGPT and GPT-4 with prompt learning: results, limitations, and potential",gpt-3.5-0301,138,55.2
169,143,Translating radiology reports ...,493,"Translating radiology reports into plain language using ChatGPT and GPT-4 with prompt learning: results, limitations, and potential",gpt-4-0314,138,73.6
170,144,clinical decision-making for t...,497,Clinical application potential of large language model: a study based on thyroid nodules.,gpt-3.5-turbo-0613,562,77.6
171,144,clinical decision-making for t...,497,Clinical application potential of large language model: a study based on thyroid nodules.,gpt-4-0613 (open),562,77.39
172,144,clinical decision-making for t...,497,Clinical application potential of large language model: a study based on thyroid nodules.,human - doctors,562,94.19
173,145,"the ""Case of the Week"" radiolo...",498,"""This Is a Quiz??Premise Input: A Key to Unlocking Higher Diagnostic Accuracy in Large Language Models",claude-3-5-sonnet-20240622,150,41.3
174,145,"the ""Case of the Week"" radiolo...",498,"""This Is a Quiz??Premise Input: A Key to Unlocking Higher Diagnostic Accuracy in Large Language Models",gpt-4o-2024-05-13,150,22.0
175,146,the Written German Medical Lic...,500,Comparison of the Performance of GPT-3.5 and GPT-4 With That of Medical Students on the Written German Medical Licensing Examination: Observational Study,gpt-3.5-0301,937,58.0
176,146,the Written German Medical Lic...,500,Comparison of the Performance of GPT-3.5 and GPT-4 With That of Medical Students on the Written German Medical Licensing Examination: Observational Study,gpt-4-0314,937,85.0
177,147,Cataract Care Information Prov...,502,Assessment of Large Language Models in Cataract Care Information Provision: A Quantitative Comparison.,gpt-3.5-turbo-1106,46,94.4
178,147,Cataract Care Information Prov...,502,Assessment of Large Language Models in Cataract Care Information Provision: A Quantitative Comparison.,gpt-4-1106-preview (open),46,92.8
179,147,Cataract Care Information Prov...,502,Assessment of Large Language Models in Cataract Care Information Provision: A Quantitative Comparison.,gpt-4o-2024-05-13,46,96.3
180,147,Cataract Care Information Prov...,502,Assessment of Large Language Models in Cataract Care Information Provision: A Quantitative Comparison.,llama-2-7B,46,86.7
181,147,Cataract Care Information Prov...,502,Assessment of Large Language Models in Cataract Care Information Provision: A Quantitative Comparison.,palm-2-540B,46,96.3
182,148,Korean emergency medicine boar...,504,"Comparison of the problem-solving performance of ChatGPT-3.5, ChatGPT-4, Bing Chat, and Bard for the Korean emergency medicine board examination question bank",gpt-3.5-turbo-0613,123,56.9
183,148,Korean emergency medicine boar...,504,"Comparison of the problem-solving performance of ChatGPT-3.5, ChatGPT-4, Bing Chat, and Bard for the Korean emergency medicine board examination question bank",gpt-4-0613,123,75.6
184,148,Korean emergency medicine boar...,504,"Comparison of the problem-solving performance of ChatGPT-3.5, ChatGPT-4, Bing Chat, and Bard for the Korean emergency medicine board examination question bank",gpt-4-0613 (open),123,70.7
185,148,Korean emergency medicine boar...,504,"Comparison of the problem-solving performance of ChatGPT-3.5, ChatGPT-4, Bing Chat, and Bard for the Korean emergency medicine board examination question bank",palm-2-540B,123,51.2
186,149,Structuring medication signetu...,507,Structuring medication signeturs as a language regression task: comparison of zero- and few-shot GPT with fine-tuned models,gpt-3.5-turbo-1106,22806,66.1
187,149,Structuring medication signetu...,507,Structuring medication signeturs as a language regression task: comparison of zero- and few-shot GPT with fine-tuned models,gpt-4-1106-preview,22806,78.7
188,15,thoracic surgery questions fro...,54,Unleashing the Power of Language Models in Clinical Settings: A Trailblazing Evaluation Unveiling Novel Test Design,claude-1.1,56,38.0
189,15,thoracic surgery questions fro...,54,Unleashing the Power of Language Models in Clinical Settings: A Trailblazing Evaluation Unveiling Novel Test Design,gpt-3.5-turbo-0613,56,37.67
190,15,thoracic surgery questions fro...,54,Unleashing the Power of Language Models in Clinical Settings: A Trailblazing Evaluation Unveiling Novel Test Design,gpt-4-0613,56,48.0
191,15,thoracic surgery questions fro...,54,Unleashing the Power of Language Models in Clinical Settings: A Trailblazing Evaluation Unveiling Novel Test Design,human - doctors,56,59.33
192,15,thoracic surgery questions fro...,54,Unleashing the Power of Language Models in Clinical Settings: A Trailblazing Evaluation Unveiling Novel Test Design,human - nonexperts,56,19.67
193,150,Generating Responses to Patien...,509,Leveraging Large Language Models for Generating Responses to Patient Messages,gpt-3.5-0301,40,87.0
194,150,Generating Responses to Patien...,509,Leveraging Large Language Models for Generating Responses to Patient Messages,gpt-4-0314,40,86.0
195,151,evaluating the rheumatology qu...,511,Harnessing ChatGPT and GPT-4 for evaluating the rheumatology questions of the Spanish access exam to specialized medical training,gpt-3.5-0301,145,78.215
196,151,evaluating the rheumatology qu...,511,Harnessing ChatGPT and GPT-4 for evaluating the rheumatology questions of the Spanish access exam to specialized medical training,gpt-4-0314,145,93.555
197,152,the diagnostic accuracy 99 of ...,515,Evaluating and Mitigating Limitations of Large Language Models in Clinical Decision Making,clinicalcamel-1-70B,80,73.0
198,152,the diagnostic accuracy 99 of ...,515,Evaluating and Mitigating Limitations of Large Language Models in Clinical Decision Making,human - doctors,80,89.0
199,152,the diagnostic accuracy 99 of ...,515,Evaluating and Mitigating Limitations of Large Language Models in Clinical Decision Making,llama-2-70B,80,66.0
200,152,the diagnostic accuracy 99 of ...,515,Evaluating and Mitigating Limitations of Large Language Models in Clinical Decision Making,meditron-70B,80,60.0
201,152,the diagnostic accuracy 99 of ...,515,Evaluating and Mitigating Limitations of Large Language Models in Clinical Decision Making,wizardlm-1-70B,80,67.0
202,153,official high‑grade exams of t...,520,"Can large language models pass official high-grade exams of the European Society of Neuroradiology courses? A direct comparison between OpenAI chatGPT 3.5, OpenAI GPT4 and Google Bard.",gpt-3.5-turbo-0613,180,54.0
203,153,official high‑grade exams of t...,520,"Can large language models pass official high-grade exams of the European Society of Neuroradiology courses? A direct comparison between OpenAI chatGPT 3.5, OpenAI GPT4 and Google Bard.",gpt-4-0613,180,70.0
204,153,official high‑grade exams of t...,520,"Can large language models pass official high-grade exams of the European Society of Neuroradiology courses? A direct comparison between OpenAI chatGPT 3.5, OpenAI GPT4 and Google Bard.",palm-2-540B,180,36.0
205,154,identification of social and b...,523,Large-scale identification of social and behavioral determinants of health from clinical notes: comparison of Latent Semantic Indexing and Generative Pretrained Transformer (GPT) models,gpt-3.5-turbo-1106,352,54.0
206,154,identification of social and b...,523,Large-scale identification of social and behavioral determinants of health from clinical notes: comparison of Latent Semantic Indexing and Generative Pretrained Transformer (GPT) models,gpt-4-1106-preview,352,80.0
207,155,Providing Triage for Maxillofa...,525,The Role of Large Language Models (LLMs) in Providing Triage for Maxillofacial Trauma Cases: A Preliminary Study,gemini-1.5-pro,100,55.8
208,155,Providing Triage for Maxillofa...,525,The Role of Large Language Models (LLMs) in Providing Triage for Maxillofacial Trauma Cases: A Preliminary Study,gpt-4-0125-preview,100,52.8
209,156,Dermoscopic Image Analysis for...,527,Claude 3 Opus and ChatGPT With GPT-4 in Dermoscopic Image Analysis for Melanoma Diagnosis: Comparative Performance Analysis,claude-3-opus-20240229,100,56.0
210,156,Dermoscopic Image Analysis for...,527,Claude 3 Opus and ChatGPT With GPT-4 in Dermoscopic Image Analysis for Melanoma Diagnosis: Comparative Performance Analysis,gpt-3.5-turbo-0125,100,48.0
211,157,managing the rehabilitation co...,531,Use of large language model-based chatbots in managing the rehabilitation concerns and education needs of outpatient stroke survivors and caregivers,gpt-4-0125-preview,246,65.8
212,157,managing the rehabilitation co...,531,Use of large language model-based chatbots in managing the rehabilitation concerns and education needs of outpatient stroke survivors and caregivers,palm-2-540B,246,75.8
213,158,rheumatology board‑level quest...,533,Comparative performance of artificial intelligence models in rheumatology board-level questions: evaluating Google Gemini and ChatGPT-4o.,gemini-1.5-pro,420,60.2
214,158,rheumatology board‑level quest...,533,Comparative performance of artificial intelligence models in rheumatology board-level questions: evaluating Google Gemini and ChatGPT-4o.,gpt-4o-2024-05-13,420,86.9
215,159,the Emergency Medicine Special...,535,"Custom GPTs Enhancing Performance and Evidence Compared with GPT-3.5, GPT-4, and GPT-4o? A Study on the Emergency Medicine Specialist Examination",gpt-3.5-0301,200,38.5
216,159,the Emergency Medicine Special...,535,"Custom GPTs Enhancing Performance and Evidence Compared with GPT-3.5, GPT-4, and GPT-4o? A Study on the Emergency Medicine Specialist Examination",gpt-4-0314,200,52.5
217,159,the Emergency Medicine Special...,535,"Custom GPTs Enhancing Performance and Evidence Compared with GPT-3.5, GPT-4, and GPT-4o? A Study on the Emergency Medicine Specialist Examination",gpt-4o-2024-05-13,200,69.0
218,16,ophthalmology questions,59,Large language models approach expert-level clinical knowledge and reasoning in ophthalmology: A head-to-head cross-sectional study,gpt-3.5-0301,347,48.41
219,16,ophthalmology questions,59,Large language models approach expert-level clinical knowledge and reasoning in ophthalmology: A head-to-head cross-sectional study,gpt-4-0314,347,61.7
220,16,ophthalmology questions,59,Large language models approach expert-level clinical knowledge and reasoning in ophthalmology: A head-to-head cross-sectional study,human - doctors,347,62.333333333333336
221,16,ophthalmology questions,59,Large language models approach expert-level clinical knowledge and reasoning in ophthalmology: A head-to-head cross-sectional study,llama-1-7B,347,32.0
222,16,ophthalmology questions,59,Large language models approach expert-level clinical knowledge and reasoning in ophthalmology: A head-to-head cross-sectional study,palm-2-540B,347,56.0
223,160,A multidisciplinary tumor boar...,538,"Proof-of-concept study of a small language model chatbot for breast cancer decision support ??a transparent, source-controlled, explainable and data-secure approach",gpt-3.5-turbo-0125,100,90.0
224,160,A multidisciplinary tumor boar...,538,"Proof-of-concept study of a small language model chatbot for breast cancer decision support ??a transparent, source-controlled, explainable and data-secure approach",gpt-4-0125-preview,100,83.0
225,161,breast cancer quiz questions -...,540,"How do large language models answer breast cancer quiz questions? A comparative study of GPT-3.5, GPT-4 and Google Gemini.",gemini-1.5-pro,60,80.0
226,161,breast cancer quiz questions -...,540,"How do large language models answer breast cancer quiz questions? A comparative study of GPT-3.5, GPT-4 and Google Gemini.",gpt-3.5-turbo-0125,60,90.0
227,161,breast cancer quiz questions -...,540,"How do large language models answer breast cancer quiz questions? A comparative study of GPT-3.5, GPT-4 and Google Gemini.",gpt-4-0125-preview,60,95.0
228,162,Oncology Data Inference from R...,543,Assessing Large Language Models for Oncology Data Inference from Radiology Reports,gemma-1-7B,203,57.0
229,162,Oncology Data Inference from R...,543,Assessing Large Language Models for Oncology Data Inference from Radiology Reports,gpt-3.5-turbo-1106,203,57.0
230,162,Oncology Data Inference from R...,543,Assessing Large Language Models for Oncology Data Inference from Radiology Reports,gpt-4-1106-preview,203,68.0
231,162,Oncology Data Inference from R...,543,Assessing Large Language Models for Oncology Data Inference from Radiology Reports,llama-2-7B,203,19.0
232,162,Oncology Data Inference from R...,543,Assessing Large Language Models for Oncology Data Inference from Radiology Reports,llama-3-8B,203,45.0
233,162,Oncology Data Inference from R...,543,Assessing Large Language Models for Oncology Data Inference from Radiology Reports,mistral-7B-instruct-v0.3,203,69.0
234,163,multiple-choice questions from...,549,Comparison of Gemini Advanced and ChatGPT 4.0?셲 Performances on the Ophthalmology Resident Ophthalmic Knowledge Assessment Program (OKAP) Examination Review Question Banks,gemini-1.0-ultra,259,46.72
235,163,multiple-choice questions from...,549,Comparison of Gemini Advanced and ChatGPT 4.0?셲 Performances on the Ophthalmology Resident Ophthalmic Knowledge Assessment Program (OKAP) Examination Review Question Banks,gpt-4-turbo-2024-04-09,259,57.14
236,164,Answering Patients’ Questions ...,551,Accuracy and Consistency of Online Chat-based Artificial Intelligence Platforms in Answering Patients Questions on Heart Failure,gpt-3.5-turbo-0613,30,90.0
237,164,Answering Patients’ Questions ...,551,Accuracy and Consistency of Online Chat-based Artificial Intelligence Platforms in Answering Patients Questions on Heart Failure,palm-2-540B,30,77.0
238,165,Recommendations for initial di...,553,Recommendations for initial diabetic retinopathy screening of diabetic patients using large language model-based artificial intelligence in real-life case scenarios,gpt-3.5-turbo-1106,20,24.0
239,165,Recommendations for initial di...,553,Recommendations for initial diabetic retinopathy screening of diabetic patients using large language model-based artificial intelligence in real-life case scenarios,gpt-4-1106-preview,20,37.0
240,165,Recommendations for initial di...,553,Recommendations for initial diabetic retinopathy screening of diabetic patients using large language model-based artificial intelligence in real-life case scenarios,gpt-4-1106-preview (open),20,25.0
241,166,the UK Neurology Specialty Cer...,556,Evaluating the limits of AI in medical specialisation: ChatGPT?셲 performance on the UK Neurology Specialty Certificate Examination,gpt-3.5-0301,69,42.0
242,166,the UK Neurology Specialty Cer...,556,Evaluating the limits of AI in medical specialisation: ChatGPT?셲 performance on the UK Neurology Specialty Certificate Examination,gpt-4-0314,69,57.0
243,166,the UK Neurology Specialty Cer...,556,Evaluating the limits of AI in medical specialisation: ChatGPT?셲 performance on the UK Neurology Specialty Certificate Examination,human - doctors,69,58.0
244,167,Answering Radiology Text-Based...,559,ChatGPT-4 Turbo and Meta?셲 LLaMA 3.1: A Relative Analysis of Answering Radiology Text-Based Questions,gpt-4-turbo-2024-04-09,79,88.6
245,167,Answering Radiology Text-Based...,559,ChatGPT-4 Turbo and Meta?셲 LLaMA 3.1: A Relative Analysis of Answering Radiology Text-Based Questions,llama-3.1-8B-instruct,79,77.2
246,168,Abstract Complex Social Determ...,561,Using Large Language Models to Abstract Complex Social Determinants of Health From Original and Deidentified Medical Notes: Development and Validation Study,gpt-3.5-turbo-0613,539,74.3
247,168,Abstract Complex Social Determ...,561,Using Large Language Models to Abstract Complex Social Determinants of Health From Original and Deidentified Medical Notes: Development and Validation Study,gpt-4-0613,539,86.7
248,168,Abstract Complex Social Determ...,561,Using Large Language Models to Abstract Complex Social Determinants of Health From Original and Deidentified Medical Notes: Development and Validation Study,human - doctors,539,81.2
249,169,2022 American College of Gastr...,564,Multimodal Large Language Model Passes Specialty Board Examination and Surpasses Human Test-Taker Scores: A Comparative Analysis Examining the Stepwise Impact of Model Prompting Strategies on Performance,gemini-1.5-pro,300,50.0
250,169,2022 American College of Gastr...,564,Multimodal Large Language Model Passes Specialty Board Examination and Surpasses Human Test-Taker Scores: A Comparative Analysis Examining the Stepwise Impact of Model Prompting Strategies on Performance,gpt-4-turbo-2024-04-09,300,63.0
251,169,2022 American College of Gastr...,564,Multimodal Large Language Model Passes Specialty Board Examination and Surpasses Human Test-Taker Scores: A Comparative Analysis Examining the Stepwise Impact of Model Prompting Strategies on Performance,human - doctors,300,75.0
252,17,osteoarthritis examination bas...,66,Evaluating and Enhancing Large Language Models??Performance in Domain-Specific Medicine: Development and Usability Study With DocOA,gpt-3.5-turbo-0125,778,16.0
253,17,osteoarthritis examination bas...,66,Evaluating and Enhancing Large Language Models??Performance in Domain-Specific Medicine: Development and Usability Study With DocOA,gpt-3.5-turbo-0125,1200,36.2
254,17,osteoarthritis examination bas...,66,Evaluating and Enhancing Large Language Models??Performance in Domain-Specific Medicine: Development and Usability Study With DocOA,gpt-4-turbo-2024-04-09,778,24.0
255,17,osteoarthritis examination bas...,66,Evaluating and Enhancing Large Language Models??Performance in Domain-Specific Medicine: Development and Usability Study With DocOA,gpt-4-turbo-2024-04-09,1200,37.224999999999994
256,170,Integrated National Board Dent...,567,Comparing the dental knowledge of large language models.,claude-2.0,199,54.77
257,170,Integrated National Board Dent...,567,Comparing the dental knowledge of large language models.,gpt-4-0125-preview,199,75.88
258,170,Integrated National Board Dent...,567,Comparing the dental knowledge of large language models.,mistral-medium,199,66.83
259,171,the 2023–2024 ‘In-Service Exam...,570,Development and Comparative Evaluation of a Reinstructed GPT-4o Model Specialized in Periodontology.,gemini-1.5-pro,71,57.5
260,171,the 2023–2024 ‘In-Service Exam...,570,Development and Comparative Evaluation of a Reinstructed GPT-4o Model Specialized in Periodontology.,gpt-3.5-turbo-0125,71,47.4
261,171,the 2023–2024 ‘In-Service Exam...,570,Development and Comparative Evaluation of a Reinstructed GPT-4o Model Specialized in Periodontology.,gpt-4-0125-preview,71,61.7
262,171,the 2023–2024 ‘In-Service Exam...,570,Development and Comparative Evaluation of a Reinstructed GPT-4o Model Specialized in Periodontology.,gpt-4o-2024-05-13,71,71.2
263,172,Section Identifiers Excel on E...,579,LLM-Based Section Identifiers Excel on Open Source but Stumble in Real World Applications,gpt-4-0125-preview,2198,73.43
264,172,Section Identifiers Excel on E...,579,LLM-Based Section Identifiers Excel on Open Source but Stumble in Real World Applications,llama-2-7B,2198,38.97
265,172,Section Identifiers Excel on E...,579,LLM-Based Section Identifiers Excel on Open Source but Stumble in Real World Applications,mistral-7B-instruct-v0.3,2198,15.14
266,173,Generate Outpatient Clinic Let...,582,Can Large Language Models Generate Outpatient Clinic Letters at First Consultation That Incorporate Complication Profiles From UK and USA Aesthetic Plastic Surgery Associations?,gpt-3.5-0301,44,49.0
267,173,Generate Outpatient Clinic Let...,582,Can Large Language Models Generate Outpatient Clinic Letters at First Consultation That Incorporate Complication Profiles From UK and USA Aesthetic Plastic Surgery Associations?,gpt-4-0314,44,81.0
268,173,Generate Outpatient Clinic Let...,582,Can Large Language Models Generate Outpatient Clinic Letters at First Consultation That Incorporate Complication Profiles From UK and USA Aesthetic Plastic Surgery Associations?,palm-1-540B,44,45.0
269,174,in-Depth Patient Education Pri...,585,Feasibility of GPT-3 and GPT-4 for in-Depth Patient Education Prior to Interventional Radiological Procedures: A Comparative Analysis,gpt-3,133,78.9
270,174,in-Depth Patient Education Pri...,585,Feasibility of GPT-3 and GPT-4 for in-Depth Patient Education Prior to Interventional Radiological Procedures: A Comparative Analysis,gpt-4-0314,133,82.7
271,175,the Chilean Medical Licensing ...,587,"Exploring the Performance of ChatGPT Versions 3.5, 4, and 4 With Vision in the Chilean Medical Licensing Examination: Observational Study",gpt-3.5-turbo-0613,540,57.53
272,175,the Chilean Medical Licensing ...,587,"Exploring the Performance of ChatGPT Versions 3.5, 4, and 4 With Vision in the Chilean Medical Licensing Examination: Observational Study",gpt-4-0613,540,79.32
273,176,Clinical Trial Patient Matchin...,589,Zero-Shot Clinical Trial Patient Matching with LLMs,gpt-3.5-turbo-1106,288,59.0
274,176,Clinical Trial Patient Matchin...,589,Zero-Shot Clinical Trial Patient Matching with LLMs,gpt-4-1106-preview,288,81.0
275,176,Clinical Trial Patient Matchin...,589,Zero-Shot Clinical Trial Patient Matching with LLMs,llama-2-70B,288,46.0
276,176,Clinical Trial Patient Matchin...,589,Zero-Shot Clinical Trial Patient Matching with LLMs,mixtral-8x7B,288,64.0
277,177,diagnosis and triage of patien...,593,"Comparison of Diagnostic and Triage Accuracy of Ada Health and WebMD Symptom Checkers, ChatGPT, and Physicians for Patients in an Emergency Department: Clinical Data Analysis Study",gpt-3.5-0301,30,40.0
278,177,diagnosis and triage of patien...,593,"Comparison of Diagnostic and Triage Accuracy of Ada Health and WebMD Symptom Checkers, ChatGPT, and Physicians for Patients in an Emergency Department: Clinical Data Analysis Study",gpt-4-0314,30,33.0
279,178,Long Clinical Document Benchma...,595,LCD Benchmark: Long Clinical Document Benchmark on Mortality Prediction for Language Models,gpt-4-1106-preview,100,32.4
280,178,Long Clinical Document Benchma...,595,LCD Benchmark: Long Clinical Document Benchmark on Mortality Prediction for Language Models,mixtral-8x7B,100,22.3
281,179,Communicative competence in re...,597,Communicative competence of generative artificial intelligence in responding to patient queries about colorectal cancer surgery,gpt-4-1106-preview,20,71.75
282,179,Communicative competence in re...,597,Communicative competence of generative artificial intelligence in responding to patient queries about colorectal cancer surgery,palm-2-540B,20,67.5
283,18,dermatology specialty certific...,76,"Performance of ChatGPT on
Specialty Certificate Examination in Dermatology multiple-choice
questions",gpt-3.5-0301,84,63.1
284,18,dermatology specialty certific...,76,"Performance of ChatGPT on
Specialty Certificate Examination in Dermatology multiple-choice
questions",gpt-4-0314,84,90.5
285,18,dermatology specialty certific...,76,"Performance of ChatGPT on
Specialty Certificate Examination in Dermatology multiple-choice
questions",human - cut-off,84,70.0
286,180,triage in the emergency depart...,599,Exploring the potential of artificial intelligence models for triage in the emergency department.,gemini-1.0-pro,500,54.8
287,180,triage in the emergency depart...,599,Exploring the potential of artificial intelligence models for triage in the emergency department.,gpt-3.5-turbo-0125,500,59.5
288,180,triage in the emergency depart...,599,Exploring the potential of artificial intelligence models for triage in the emergency department.,human - doctors,500,94.6
289,181,anticoagulation management for...,606,Assessing ChatGPT4 with and without retrieval-augmented generation in anticoagulation management for gastrointestinal procedures,gpt-3.5-turbo-0125,36,55.5
290,181,anticoagulation management for...,606,Assessing ChatGPT4 with and without retrieval-augmented generation in anticoagulation management for gastrointestinal procedures,gpt-4-0125-preview,36,77.7
291,182,management  of prosthetic join...,608,GPT-based chatbot tools are still unreliable in the management of prosthetic joint infections,gpt-3.5-turbo-1106,30,96.5
292,182,management  of prosthetic join...,608,GPT-based chatbot tools are still unreliable in the management of prosthetic joint infections,gpt-4-1106-preview,30,96.8
293,182,management  of prosthetic join...,608,GPT-based chatbot tools are still unreliable in the management of prosthetic joint infections,gpt-4-1106-preview (open),30,88.5
294,183,80 simulated patient complaint...,611,Exploring Diagnostic Precision and Triage Proficiency: A Comparative Study of GPT-4 and Bard in Addressing Common Ophthalmic Complaints,gpt-4-0613,80,53.75
295,183,80 simulated patient complaint...,611,Exploring Diagnostic Precision and Triage Proficiency: A Comparative Study of GPT-4 and Bard in Addressing Common Ophthalmic Complaints,palm-2-540B,80,43.75
296,184,80 simulated patient complaint...,613,Exploring Diagnostic Precision and Triage Proficiency: A Comparative Study of GPT-4 and Bard in Addressing Common Ophthalmic Complaints,gpt-4-0613,80,85.0
297,184,80 simulated patient complaint...,613,Exploring Diagnostic Precision and Triage Proficiency: A Comparative Study of GPT-4 and Bard in Addressing Common Ophthalmic Complaints,palm-2-540B,80,68.75
298,185,a comprehensive battery of 204...,615,Comparative Evaluation of LLMs in Clinical Oncology.,claude-1.1,2044,51.8
299,185,a comprehensive battery of 204...,615,Comparative Evaluation of LLMs in Clinical Oncology.,gpt-3.5-0301,2044,55.3
300,185,a comprehensive battery of 204...,615,Comparative Evaluation of LLMs in Clinical Oncology.,gpt-4-0314,2044,68.7
301,185,a comprehensive battery of 204...,615,Comparative Evaluation of LLMs in Clinical Oncology.,human - doctors,2044,59.55
302,185,a comprehensive battery of 204...,615,Comparative Evaluation of LLMs in Clinical Oncology.,llama-1-13B,2044,27.8
303,185,a comprehensive battery of 204...,615,Comparative Evaluation of LLMs in Clinical Oncology.,llama-1-33B,2044,34.3
304,185,a comprehensive battery of 204...,615,Comparative Evaluation of LLMs in Clinical Oncology.,llama-1-65B,2044,38.5
305,185,a comprehensive battery of 204...,615,Comparative Evaluation of LLMs in Clinical Oncology.,llama-1-7B,2044,25.6
306,185,a comprehensive battery of 204...,615,Comparative Evaluation of LLMs in Clinical Oncology.,palm-2-540B,2044,45.1
307,186,patient support before and aft...,624,Performance of ChatGPT 3.5 and 4 as a tool for patient support before and after DBS surgery for Parkinson?셲 disease,gpt-3.5-turbo-0125,80,57.5
308,186,patient support before and aft...,624,Performance of ChatGPT 3.5 and 4 as a tool for patient support before and after DBS surgery for Parkinson?셲 disease,gpt-4-0125-preview,80,83.8
309,187,diagnosis of Alzheimer’s Disea...,626,Large Language Models are Clinical Reasoners: Reasoning-Aware Diagnosis Framework with Prompt-Generated Rationales,gpt-3.5-turbo-0613,7124,54.65
310,187,diagnosis of Alzheimer’s Disea...,626,Large Language Models are Clinical Reasoners: Reasoning-Aware Diagnosis Framework with Prompt-Generated Rationales,gpt-4-0613,7124,57.5
311,188,Evaluating Clinical Inference ...,628,D-NLP at SemEval-2024 Task 2: Evaluating Clinical Inference Capabilities of Large Language Models,claude-2.0,5500,80.0
312,188,Evaluating Clinical Inference ...,628,D-NLP at SemEval-2024 Task 2: Evaluating Clinical Inference Capabilities of Large Language Models,falcon-40B-instruct,5500,74.0
313,188,Evaluating Clinical Inference ...,628,D-NLP at SemEval-2024 Task 2: Evaluating Clinical Inference Capabilities of Large Language Models,gemini-1.0-pro,5500,81.0
314,188,Evaluating Clinical Inference ...,628,D-NLP at SemEval-2024 Task 2: Evaluating Clinical Inference Capabilities of Large Language Models,gpt-3.5-turbo-1106,5500,70.0
315,188,Evaluating Clinical Inference ...,628,D-NLP at SemEval-2024 Task 2: Evaluating Clinical Inference Capabilities of Large Language Models,llama-2-70B,5500,67.0
316,188,Evaluating Clinical Inference ...,628,D-NLP at SemEval-2024 Task 2: Evaluating Clinical Inference Capabilities of Large Language Models,mixtral-8x7B,5500,64.0
317,188,Evaluating Clinical Inference ...,628,D-NLP at SemEval-2024 Task 2: Evaluating Clinical Inference Capabilities of Large Language Models,palm-2-540B,5500,78.0
318,189,Medical Domain Hallucination T...,641,Med-HALT: Medical Domain Hallucination Test for Large Language Models,falcon-40B-instruct,18866,55.57
319,189,Medical Domain Hallucination T...,641,Med-HALT: Medical Domain Hallucination Test for Large Language Models,gpt-3.5-turbo-0613,18866,44.48
320,189,Medical Domain Hallucination T...,641,Med-HALT: Medical Domain Hallucination Test for Large Language Models,llama-2-13B,18866,55.18
321,189,Medical Domain Hallucination T...,641,Med-HALT: Medical Domain Hallucination Test for Large Language Models,llama-2-13B-chat,18866,20.95
322,189,Medical Domain Hallucination T...,641,Med-HALT: Medical Domain Hallucination Test for Large Language Models,llama-2-70B,18866,72.33
323,189,Medical Domain Hallucination T...,641,Med-HALT: Medical Domain Hallucination Test for Large Language Models,llama-2-70B-chat,18866,11.26
324,189,Medical Domain Hallucination T...,641,Med-HALT: Medical Domain Hallucination Test for Large Language Models,llama-2-7B,18866,42.89
325,189,Medical Domain Hallucination T...,641,Med-HALT: Medical Domain Hallucination Test for Large Language Models,llama-2-7B-chat,18866,17.83
326,189,Medical Domain Hallucination T...,641,Med-HALT: Medical Domain Hallucination Test for Large Language Models,text-davinci-002,18866,54.46
327,19,israeli ophthalmology residenc...,79,Gemini AI vs. ChatGPT: A comprehensive examination alongside ophthalmology residents in medical knowledge.,gemini-1.0-ultra,600,66.0
328,19,israeli ophthalmology residenc...,79,Gemini AI vs. ChatGPT: A comprehensive examination alongside ophthalmology residents in medical knowledge.,gemini-1.5-pro,600,58.0
329,19,israeli ophthalmology residenc...,79,Gemini AI vs. ChatGPT: A comprehensive examination alongside ophthalmology residents in medical knowledge.,gpt-3.5-turbo-0125,600,46.0
330,19,israeli ophthalmology residenc...,79,Gemini AI vs. ChatGPT: A comprehensive examination alongside ophthalmology residents in medical knowledge.,gpt-4-turbo-2024-04-09,600,62.0
331,190,the capabilities within the re...,651,RareBench: Can LLMs Serve as Rare Diseases Specialists?,biomistral-7B,87,6.53
332,190,the capabilities within the re...,651,RareBench: Can LLMs Serve as Rare Diseases Specialists?,gemini-1.5-pro,87,31.73
333,190,the capabilities within the re...,651,RareBench: Can LLMs Serve as Rare Diseases Specialists?,glm-3-6B-base,87,32.6
334,190,the capabilities within the re...,651,RareBench: Can LLMs Serve as Rare Diseases Specialists?,glm-4-9B,87,32.23
335,190,the capabilities within the re...,651,RareBench: Can LLMs Serve as Rare Diseases Specialists?,gpt-3.5-turbo-1106,87,32.63
336,190,the capabilities within the re...,651,RareBench: Can LLMs Serve as Rare Diseases Specialists?,gpt-4-1106-preview,87,42.7
337,190,the capabilities within the re...,651,RareBench: Can LLMs Serve as Rare Diseases Specialists?,llama-2-7B-chat,87,0.0
338,190,the capabilities within the re...,651,RareBench: Can LLMs Serve as Rare Diseases Specialists?,medalpaca-7B,87,0.0
339,190,the capabilities within the re...,651,RareBench: Can LLMs Serve as Rare Diseases Specialists?,mistral-7B-instruct-v0.1,87,12.83
340,191,the capabilities within the re...,660,RareBench: Can LLMs Serve as Rare Diseases Specialists?,biomistral-7B,33,10.8
